BGC,Unit,Spp,ESuit
CDFmm,CDFmm/01,Pl,3
CDFmm,CDFmm/01,Qg,3
CDFmm,CDFmm/01,Ra,2
CDFmm,CDFmm/02,Fd,2
CDFmm,CDFmm/02,Pl,2
CDFmm,CDFmm/02,Qg,3
CDFmm,CDFmm/02,Ra,1
CDFmm,CDFmm/03,Fd,1
CDFmm,CDFmm/03,Pl,2
CDFmm,CDFmm/03,Qg,2
CDFmm,CDFmm/03,Ra,2
CDFmm,CDFmm/04,Act,3
CDFmm,CDFmm/04,Bg,2
CDFmm,CDFmm/04,Cw,3
CDFmm,CDFmm/04,Dr,2
CDFmm,CDFmm/04,Fd,1
CDFmm,CDFmm/04,Mb,2
CDFmm,CDFmm/04,Qg,2
CDFmm,CDFmm/05,Act,3
CDFmm,CDFmm/05,Cw,2
CDFmm,CDFmm/05,Dr,2
CDFmm,CDFmm/05,Fd,1
CDFmm,CDFmm/05,Mb,2
CDFmm,CDFmm/05,Qg,3
CDFmm,CDFmm/05,Ra,2
CDFmm,CDFmm/06,Act,1
CDFmm,CDFmm/06,Bg,1
CDFmm,CDFmm/06,Cw,1
CDFmm,CDFmm/06,Dr,1
CDFmm,CDFmm/06,Fd,1
CDFmm,CDFmm/06,Mb,2
CDFmm,CDFmm/06,Qg,3
CDFmm,CDFmm/06,Ra,2
CDFmm,CDFmm/07,Act,1
CDFmm,CDFmm/07,Bg,1
CDFmm,CDFmm/07,Cw,1
CDFmm,CDFmm/07,Dr,1
CDFmm,CDFmm/07,Fd,1
CDFmm,CDFmm/07,Mb,2
CDFmm,CDFmm/07,Qg,3
CDFmm,CDFmm/07,Ra,2
CDFmm,CDFmm/08,Act,1
CDFmm,CDFmm/08,Bg,2
CDFmm,CDFmm/08,Cw,1
CDFmm,CDFmm/08,Dr,1
CDFmm,CDFmm/08,Mb,2
CDFmm,CDFmm/08,Qg,3
CDFmm,CDFmm/08,Ra,2
CDFmm,CDFmm/09,Act,1
CDFmm,CDFmm/09,Dr,1
CDFmm,CDFmm/09,Mb,3
CDFmm,CDFmm/09,X,1
CDFmm,CDFmm/10,Cw,3
CDFmm,CDFmm/10,Pl,2
CDFmm,CDFmm/11,Act,2
CDFmm,CDFmm/11,Cw,1
CDFmm,CDFmm/11,Dr,2
CDFmm,CDFmm/11,Mb,3
CDFmm,CDFmm/12,Act,1
CDFmm,CDFmm/12,Bg,1
CDFmm,CDFmm/12,Cw,1
CDFmm,CDFmm/12,Dr,1
CDFmm,CDFmm/12,Fd,2
CDFmm,CDFmm/12,Mb,2
CDFmm,CDFmm/13,Act,2
CDFmm,CDFmm/13,Bg,1
CDFmm,CDFmm/13,Cw,1
CDFmm,CDFmm/13,Dr,1
CDFmm,CDFmm/13,Fd,2
CDFmm,CDFmm/13,Mb,2
CDFmm,CDFmm/14,Act,1
CDFmm,CDFmm/14,Bg,2
CDFmm,CDFmm/14,Cw,1
CDFmm,CDFmm/14,Dr,1
CDFmm,CDFmm/14,Mb,3
CDFxmz,CDFxmz/101,Fd,1
CDFxmz,CDFxmz/101,Oa,3
CDFxmz,CDFxmz/101,Ps,2
CDFxmz,CDFxmz/101,Py,2
CDFxmz,CDFxmz/101,Qb,2
CDFxmz,CDFxmz/101,Qc,3
CDFxmz,CDFxmz/101,Ra,2
CDFxmz,CDFxmz/102,Fd,3
CDFxmz,CDFxmz/102,Py,2
CDFxmz,CDFxmz/102,Qg,1
CDFxmz,CDFxmz/102,Ra,2
CDFxmz,CDFxmz/102,Jw,2
CDFxmz,CDFxmz/102,Oa,3
CDFxmz,CDFxmz/102,Pz,2
CDFxmz,CDFxmz/102,Qc,1
CDFxmz,CDFxmz/110,Fd,1
CDFxmz,CDFxmz/110,Oa,3
CDFxmz,CDFxmz/110,Py,2
CDFxmz,CDFxmz/110,Qb,2
CDFxmz,CDFxmz/110,Ra,2
CDFxmz,CDFxmz/110,Bc,2
CMAun,CMAun/00,X,1
CMAunp,CMAunp/00,X,1
CMAus,CMAus/00,X,1
CMAwh,CMAwh/00,X,1
CMXdmy,CMXdmy/101,Fd,1
CMXdmy,CMXdmy/101,Oa,2
CMXdmy,CMXdmy/101,Ps,1
CMXdmy,CMXdmy/101,Py,1
CMXdmy,CMXdmy/101,Ra,2
CMXdmy,CMXdmy/102,Bc,3
CMXdmy,CMXdmy/102,Fd,2
CMXdmy,CMXdmy/102,Oa,2
CMXdmy,CMXdmy/102,Ps,3
CMXdmy,CMXdmy/102,Py,1
CMXdmy,CMXdmy/102,Qb,1
CMXdmy,CMXdmy/102,Qc,1
CMXdmy,CMXdmy/102,Ra,2
CMXdmy,CMXdmy/110,Bc,2
CMXdmy,CMXdmy/110,Fd,1
CMXdmy,CMXdmy/110,Mb,2
CMXdmy,CMXdmy/110,Oa,2
CMXdmz,CMXdmz/101,Bc,3
CMXdmz,CMXdmz/101,Fd,1
CMXdmz,CMXdmz/101,Mb,3
CMXdmz,CMXdmz/101,Oa,2
CMXdmz,CMXdmz/101,Oy,3
CMXdmz,CMXdmz/101,Py,3
CMXdmz,CMXdmz/101,Qc,3
CMXdmz,CMXdmz/101,Ra,2
CMXdmz,CMXdmz/102,Fd,3
CMXdmz,CMXdmz/102,Oa,3
CMXdmz,CMXdmz/102,Pj,3
CMXdmz,CMXdmz/102,Py,1
CMXdmz,CMXdmz/102,Qb,2
CMXdmz,CMXdmz/102,Qg,2
CMXdmz,CMXdmz/102,Ra,3
CMXdmz,CMXdmz/103,Fd,1
CMXdmz,CMXdmz/103,Mb,3
CMXdmz,CMXdmz/103,Oa,3
CMXdmz,CMXdmz/103,Ps,3
CMXdmz,CMXdmz/103,Py,3
CMXdmz,CMXdmz/103,Qb,2
CMXdmz,CMXdmz/103,Qc,2
CMXdmz,CMXdmz/103,Ra,2
CMXdmz,CMXdmz/110,Bc,2
CMXdmz,CMXdmz/110,Bg,2
CMXdmz,CMXdmz/110,Fd,1
CMXdmz,CMXdmz/110,Mb,2
CMXdmz,CMXdmz/110,Oa,2
CMXdmz,CMXdmz/110,Oy,3
CMXdmz,CMXdmz/110,Ra,2
CMXwmz,CMXwmz/101,Bc,3
CMXwmz,CMXwmz/101,Dr,3
CMXwmz,CMXwmz/101,Fd,1
CMXwmz,CMXwmz/101,Mb,3
CMXwmz,CMXwmz/101,Ot,1
CMXwmz,CMXwmz/101,Pw,2
CMXwmz,CMXwmz/101,Qc,3
CMXwmz,CMXwmz/101,Ra,3
CMXwmz,CMXwmz/101,Yp,3
CMXwmz,CMXwmz/102,Fd,1
CMXwmz,CMXwmz/102,Oa,3
CMXwmz,CMXwmz/102,Ot,2
CMXwmz,CMXwmz/102,Ps,2
CMXwmz,CMXwmz/102,Pw,3
CMXwmz,CMXwmz/102,Qc,2
CMXwmz,CMXwmz/102,Ra,3
CMXwmz,CMXwmz/110,Bc,3
CMXwmz,CMXwmz/110,Bg,3
CMXwmz,CMXwmz/110,Bg,3
CMXwmz,CMXwmz/110,Dr,2
CMXwmz,CMXwmz/110,Fd,1
CMXwmz,CMXwmz/110,Hw,2
CMXwmz,CMXwmz/110,Mb,2
CMXwmz,CMXwmz/110,Ol,2
CMXwmz,CMXwmz/110,Ot,1
CMXwmz,CMXwmz/110,Yp,1
CRFdhz,CRFdhz/00,X,1
CRFdhz,CRFdhz/101,Bg,3
CRFdhz,CRFdhz/101,Dr,2
CRFdhz,CRFdhz/101,Fd,1
CRFdhz,CRFdhz/101,Hw,2
CRFdhz,CRFdhz/101,Mb,3
CRFdhz,CRFdhz/101,Oc,1
CRFdhz,CRFdhz/101,Ol,1
CRFdhz,CRFdhz/101,Ot,1
CRFdhz,CRFdhz/101,Ra,3
CRFdhz,CRFdhz/102,Fd,2
CRFdhz,CRFdhz/102,Qb,1
CRFdhz,CRFdhz/102,Qc,2
CRFdhz,CRFdhz/102,Qg,2
CRFdhz,CRFdhz/102,Qx,2
CRFdhz,CRFdhz/102,Ra,1
CRFdhz,CRFdhz/103,Fd,1
CRFdhz,CRFdhz/103,Oc,2
CRFdhz,CRFdhz/103,Ot,2
CRFdhz,CRFdhz/103,Qb,2
CRFdhz,CRFdhz/103,Qc,3
CRFdhz,CRFdhz/103,Qg,3
CRFdhz,CRFdhz/103,Qx,3
CRFdhz,CRFdhz/103,Ra,1
CRFdhz,CRFdhz/110,Bg,2
CRFdhz,CRFdhz/110,Cw,2
CRFdhz,CRFdhz/110,Dr,2
CRFdhz,CRFdhz/110,Fd,2
CRFdhz,CRFdhz/110,Hw,2
CRFdhz,CRFdhz/110,Mb,3
CRFdhz,CRFdhz/110,Oc,1
CRFdhz,CRFdhz/110,Ol,1
CRFdhz,CRFdhz/110,Ot,2
CRFdhz,CRFdhz/110,Ss,2
CRFdhz,CRFdhz/111,Bg,3
CRFdhz,CRFdhz/111,Dr,2
CRFdhz,CRFdhz/111,Fd,2
CRFdhz,CRFdhz/111,Hw,2
CRFdhz,CRFdhz/111,Mb,1
CRFdhz,CRFdhz/111,Oc,1
CRFdhz,CRFdhz/111,Ol,1
CRFdhz,CRFdhz/111,Ss,1
CVGun,CVGun/00,X,1
CVGun,CVGun/110,X,1
CVGun,CVGun/111,Af,1
CVGun,CVGun/111,Me,1
CVGun,CVGun/111,Ql,1
CVGun,CVGun/111,Qz,1
CVGun,CVGun/Gg,X,1
CWFwmz,CWFwmz/101,Bc,1
CWFwmz,CWFwmz/101,Fd,1
CWFwmz,CWFwmz/101,Oa,2
CWFwmz,CWFwmz/101,Oy,2
CWFwmz,CWFwmz/101,Qc,3
CWFwmz,CWFwmz/101,Ra,3
CWFwmz,CWFwmz/102,Fd,1
CWFwmz,CWFwmz/102,Oa,2
CWFwmz,CWFwmz/102,Ot,3
CWFwmz,CWFwmz/102,Oy,2
CWFwmz,CWFwmz/102,Ps,3
CWFwmz,CWFwmz/102,Pw,3
CWFwmz,CWFwmz/102,Qc,1
CWFwmz,CWFwmz/102,Ra,2
CWFwmz,CWFwmz/103,Bc,1
CWFwmz,CWFwmz/103,Fd,1
CWFwmz,CWFwmz/103,Oa,2
CWFwmz,CWFwmz/103,Oy,2
CWFwmz,CWFwmz/103,Qc,2
CWFwmz,CWFwmz/103,Ra,2
CWFwmz,CWFwmz/110,Bc,3
CWFwmz,CWFwmz/110,Cw,3
CWFwmz,CWFwmz/110,Fd,1
CWFwmz,CWFwmz/110,Hw,2
CWFwmz,CWFwmz/110,Oy,3
CWFwmz,CWFwmz/111,Bc,2
CWFwmz,CWFwmz/111,Cw,2
CWFwmz,CWFwmz/111,Dr,3
CWFwmz,CWFwmz/111,Fd,1
CWFwmz,CWFwmz/111,Hw,1
CWFwmz,CWFwmz/111,Mb,2
CWFwsz,CWFwsz/101,Bc,1
CWFwsz,CWFwsz/101,Dr,3
CWFwsz,CWFwsz/101,Fd,1
CWFwsz,CWFwsz/101,Hw,2
CWFwsz,CWFwsz/101,Oa,3
CWFwsz,CWFwsz/101,Oy,3
CWFwsz,CWFwsz/101,Ps,3
CWFwsz,CWFwsz/101,Pw,3
CWFwsz,CWFwsz/102,Bc,2
CWFwsz,CWFwsz/102,Fd,1
CWFwsz,CWFwsz/102,Oa,2
CWFwsz,CWFwsz/102,Ra,3
CWFwsz,CWFwsz/103,Bc,1
CWFwsz,CWFwsz/103,Fd,1
CWFwsz,CWFwsz/103,Oa,2
CWFwsz,CWFwsz/103,Oy,2
CWFwsz,CWFwsz/103,Pw,2
CWFwsz,CWFwsz/103,Ra,3
CWFwsz,CWFwsz/110,Bc,2
CWFwsz,CWFwsz/110,Cw,1
CWFwsz,CWFwsz/110,Dr,2
CWFwsz,CWFwsz/110,Fd,1
CWFwsz,CWFwsz/110,Hw,1
CWFwsz,CWFwsz/110,Oa,3
CWFwsz,CWFwsz/110,Oy,3
CWHdm,CWHdm/01,Act,3
CWHdm,CWHdm/01,Cw,2
CWHdm,CWHdm/01,Dr,2
CWHdm,CWHdm/01,Ep,3
CWHdm,CWHdm/01,Fd,1
CWHdm,CWHdm/01,Hw,2
CWHdm,CWHdm/01,Mb,2
CWHdm,CWHdm/01,Pw,3
CWHdm,CWHdm/01,Ra,5
CWHdm,CWHdm/02,Fd,2
CWHdm,CWHdm/02,Mb,2
CWHdm,CWHdm/02,Pl,2
CWHdm,CWHdm/02,Qg,5
CWHdm,CWHdm/02,Ra,3
CWHdm,CWHdm/03,Act,3
CWHdm,CWHdm/03,Cw,2
CWHdm,CWHdm/03,Dr,3
CWHdm,CWHdm/03,Ep,3
CWHdm,CWHdm/03,Fd,1
CWHdm,CWHdm/03,Hw,1
CWHdm,CWHdm/03,Lw,4
CWHdm,CWHdm/03,Mb,2
CWHdm,CWHdm/03,Ra,3
CWHdm,CWHdm/04,Act,3
CWHdm,CWHdm/04,Cw,2
CWHdm,CWHdm/04,Dr,2
CWHdm,CWHdm/04,Ep,3
CWHdm,CWHdm/04,Fd,1
CWHdm,CWHdm/04,Lw,4
CWHdm,CWHdm/04,Mb,2
CWHdm,CWHdm/04,Pw,3
CWHdm,CWHdm/04,Qg,5
CWHdm,CWHdm/04,Ra,5
CWHdm,CWHdm/05,Act,2
CWHdm,CWHdm/05,Bg,3
CWHdm,CWHdm/05,Cw,1
CWHdm,CWHdm/05,Dr,2
CWHdm,CWHdm/05,Ep,3
CWHdm,CWHdm/05,Fd,1
CWHdm,CWHdm/05,Hw,2
CWHdm,CWHdm/05,Mb,2
CWHdm,CWHdm/05,Pw,3
CWHdm,CWHdm/06,Act,3
CWHdm,CWHdm/06,Cw,1
CWHdm,CWHdm/06,Dr,2
CWHdm,CWHdm/06,Ep,3
CWHdm,CWHdm/06,Fd,2
CWHdm,CWHdm/06,Hw,1
CWHdm,CWHdm/06,Mb,2
CWHdm,CWHdm/07,Act,1
CWHdm,CWHdm/07,Bg,2
CWHdm,CWHdm/07,Cw,1
CWHdm,CWHdm/07,Dr,1
CWHdm,CWHdm/07,Ep,3
CWHdm,CWHdm/07,Fd,1
CWHdm,CWHdm/07,Hw,3
CWHdm,CWHdm/07,Mb,2
CWHdm,CWHdm/08,Act,1
CWHdm,CWHdm/08,Bg,2
CWHdm,CWHdm/08,Cw,1
CWHdm,CWHdm/08,Dr,1
CWHdm,CWHdm/08,Ep,3
CWHdm,CWHdm/08,Mb,2
CWHdm,CWHdm/09,Act,1
CWHdm,CWHdm/09,Bg,2
CWHdm,CWHdm/09,Cw,2
CWHdm,CWHdm/09,Dr,1
CWHdm,CWHdm/09,Ep,3
CWHdm,CWHdm/09,Mb,2
CWHdm,CWHdm/10,Act,1
CWHdm,CWHdm/10,Dr,1
CWHdm,CWHdm/10,Ep,3
CWHdm,CWHdm/10,Mb,2
CWHdm,CWHdm/11,Cw,3
CWHdm,CWHdm/11,Pl,2
CWHdm,CWHdm/12,Act,2
CWHdm,CWHdm/12,Cw,1
CWHdm,CWHdm/12,Dr,2
CWHdm,CWHdm/12,Ep,3
CWHdm,CWHdm/12,Hw,3
CWHdm,CWHdm/12,Mb,2
CWHdm,CWHdm/12,Pw,3
CWHdm,CWHdm/12,Ss,3
CWHdm,CWHdm/13,Act,1
CWHdm,CWHdm/13,Bg,2
CWHdm,CWHdm/13,Cw,1
CWHdm,CWHdm/13,Dr,1
CWHdm,CWHdm/13,Ep,3
CWHdm,CWHdm/13,Fd,2
CWHdm,CWHdm/13,Mb,2
CWHdm,CWHdm/14,Act,1
CWHdm,CWHdm/14,Bg,2
CWHdm,CWHdm/14,Cw,1
CWHdm,CWHdm/14,Dr,1
CWHdm,CWHdm/14,Ep,3
CWHdm,CWHdm/14,Mb,2
CWHdm,CWHdm/15,Act,1
CWHdm,CWHdm/15,Cw,1
CWHdm,CWHdm/15,Dr,1
CWHdm,CWHdm/15,Ep,3
CWHdm,CWHdm/15,Mb,3
CWHdmx,CWHdmx/101,Bg,3
CWHdmx,CWHdmx/101,Cw,3
CWHdmx,CWHdmx/101,Dr,3
CWHdmx,CWHdmx/101,Fd,1
CWHdmx,CWHdmx/101,Hw,1
CWHdmx,CWHdmx/101,Mb,3
CWHdmx,CWHdmx/101,Oy,3
CWHdmx,CWHdmx/102,Bg,3
CWHdmx,CWHdmx/102,Dr,3
CWHdmx,CWHdmx/102,Fd,1
CWHdmx,CWHdmx/102,Hw,1
CWHdmx,CWHdmx/102,Oy,3
CWHdmx,CWHdmx/102,Qg,3
CWHdmx,CWHdmx/102,Ra,3
CWHdmx,CWHdmx/110,Bg,3
CWHdmx,CWHdmx/110,Cw,2
CWHdmx,CWHdmx/110,Dr,1
CWHdmx,CWHdmx/110,Fd,1
CWHdmx,CWHdmx/110,Hw,1
CWHdmx,CWHdmx/110,Mb,3
CWHdmx,CWHdmx/111,Cw,2
CWHdmx,CWHdmx/111,Dr,1
CWHdmx,CWHdmx/111,Fd,1
CWHdmx,CWHdmx/111,Hw,1
CWHdmx,CWHdmx/111,Mb,3
CWHdmx,CWHdmx/111,Ss,3
CWHdmz,CWHdmz/101,Bg,3
CWHdmz,CWHdmz/101,Cw,2
CWHdmz,CWHdmz/101,Dr,2
CWHdmz,CWHdmz/101,Fd,1
CWHdmz,CWHdmz/101,Hw,1
CWHdmz,CWHdmz/101,Mb,3
CWHdmz,CWHdmz/102,Bg,3
CWHdmz,CWHdmz/102,Cw,3
CWHdmz,CWHdmz/102,Dr,3
CWHdmz,CWHdmz/102,Fd,1
CWHdmz,CWHdmz/102,Hw,2
CWHdmz,CWHdmz/102,Ra,3
CWHdmz,CWHdmz/110,Cw,1
CWHdmz,CWHdmz/110,Dr,1
CWHdmz,CWHdmz/110,Fd,1
CWHdmz,CWHdmz/110,Hw,1
CWHdmz,CWHdmz/110,Mb,2
CWHdmz,CWHdmz/111,Act,2
CWHdmz,CWHdmz/111,Cw,1
CWHdmz,CWHdmz/111,Dr,1
CWHdmz,CWHdmz/111,Fd,1
CWHdmz,CWHdmz/111,Hw,1
CWHdmz,CWHdmz/111,Mb,3
CWHdmz,CWHdmz/111,Ss,2
CWHdmz,CWHdmz/112,Act,2
CWHds1,CWHds1/01,Cw,2
CWHds1,CWHds1/01,Dr,2
CWHds1,CWHds1/01,Ep,3
CWHds1,CWHds1/01,Fd,1
CWHds1,CWHds1/01,Hw,2
CWHds1,CWHds1/01,Mb,3
CWHds1,CWHds1/01,Pw,3
CWHds1,CWHds1/02,Fd,2
CWHds1,CWHds1/02,Pl,2
CWHds1,CWHds1/03,Act,3
CWHds1,CWHds1/03,Cw,3
CWHds1,CWHds1/03,Dr,3
CWHds1,CWHds1/03,Ep,3
CWHds1,CWHds1/03,Fd,1
CWHds1,CWHds1/03,Hw,3
CWHds1,CWHds1/03,Mb,3
CWHds1,CWHds1/03,Pl,2
CWHds1,CWHds1/03,Py,4
CWHds1,CWHds1/04,Act,3
CWHds1,CWHds1/04,Cw,3
CWHds1,CWHds1/04,Dr,2
CWHds1,CWHds1/04,Ep,3
CWHds1,CWHds1/04,Fd,1
CWHds1,CWHds1/04,Mb,2
CWHds1,CWHds1/04,Pw,3
CWHds1,CWHds1/04,Py,4
CWHds1,CWHds1/05,Act,2
CWHds1,CWHds1/05,Bp,4
CWHds1,CWHds1/05,Cw,2
CWHds1,CWHds1/05,Dr,2
CWHds1,CWHds1/05,Ep,3
CWHds1,CWHds1/05,Fd,1
CWHds1,CWHds1/05,Hw,2
CWHds1,CWHds1/05,Mb,2
CWHds1,CWHds1/05,Pw,3
CWHds1,CWHds1/05,Sx,2
CWHds1,CWHds1/06,Act,3
CWHds1,CWHds1/06,Cw,1
CWHds1,CWHds1/06,Dr,2
CWHds1,CWHds1/06,Ep,3
CWHds1,CWHds1/06,Fd,2
CWHds1,CWHds1/06,Hw,1
CWHds1,CWHds1/06,Mb,3
CWHds1,CWHds1/07,Act,1
CWHds1,CWHds1/07,Bg,1
CWHds1,CWHds1/07,Bp,4
CWHds1,CWHds1/07,Cw,1
CWHds1,CWHds1/07,Dr,1
CWHds1,CWHds1/07,Ep,3
CWHds1,CWHds1/07,Fd,1
CWHds1,CWHds1/07,Hw,2
CWHds1,CWHds1/07,Mb,2
CWHds1,CWHds1/08,Act,1
CWHds1,CWHds1/08,Bg,1
CWHds1,CWHds1/08,Cw,1
CWHds1,CWHds1/08,Dr,1
CWHds1,CWHds1/08,Ep,3
CWHds1,CWHds1/08,Mb,2
CWHds1,CWHds1/08,Ss,2
CWHds1,CWHds1/09,Act,1
CWHds1,CWHds1/09,Bg,2
CWHds1,CWHds1/09,Cw,2
CWHds1,CWHds1/09,Dr,1
CWHds1,CWHds1/09,Ep,3
CWHds1,CWHds1/09,Mb,2
CWHds1,CWHds1/10,Act,1
CWHds1,CWHds1/10,Dr,1
CWHds1,CWHds1/10,Ep,3
CWHds1,CWHds1/10,Mb,3
CWHds1,CWHds1/11,Cw,3
CWHds1,CWHds1/11,Pl,2
CWHds1,CWHds1/12,Act,3
CWHds1,CWHds1/12,Cw,1
CWHds1,CWHds1/12,Dr,3
CWHds1,CWHds1/12,Ep,3
CWHds1,CWHds1/12,Mb,3
CWHds1,CWHds1/12,Pl,3
CWHds2,CWHds2/01,Act,3
CWHds2,CWHds2/01,Cw,3
CWHds2,CWHds2/01,Dr,2
CWHds2,CWHds2/01,Ep,2
CWHds2,CWHds2/01,Fd,2
CWHds2,CWHds2/01,Hw,2
CWHds2,CWHds2/01,Mb,3
CWHds2,CWHds2/02,Fd,2
CWHds2,CWHds2/02,Pl,2
CWHds2,CWHds2/03,Act,3
CWHds2,CWHds2/03,Cw,3
CWHds2,CWHds2/03,Dr,3
CWHds2,CWHds2/03,Ep,3
CWHds2,CWHds2/03,Fd,1
CWHds2,CWHds2/03,Hw,3
CWHds2,CWHds2/03,Mb,3
CWHds2,CWHds2/03,Pl,2
CWHds2,CWHds2/04,Act,3
CWHds2,CWHds2/04,Cw,3
CWHds2,CWHds2/04,Dr,3
CWHds2,CWHds2/04,Ep,2
CWHds2,CWHds2/04,Fd,1
CWHds2,CWHds2/04,Mb,3
CWHds2,CWHds2/04,Pl,2
CWHds2,CWHds2/05,Act,2
CWHds2,CWHds2/05,Cw,2
CWHds2,CWHds2/05,Dr,2
CWHds2,CWHds2/05,Ep,2
CWHds2,CWHds2/05,Fd,1
CWHds2,CWHds2/05,Hw,2
CWHds2,CWHds2/05,Mb,3
CWHds2,CWHds2/05,Ss,3
CWHds2,CWHds2/05,Sx,3
CWHds2,CWHds2/06,Act,3
CWHds2,CWHds2/06,Cw,1
CWHds2,CWHds2/06,Dr,2
CWHds2,CWHds2/06,Ep,3
CWHds2,CWHds2/06,Fd,2
CWHds2,CWHds2/06,Hw,1
CWHds2,CWHds2/06,Mb,3
CWHds2,CWHds2/07,Act,1
CWHds2,CWHds2/07,Cw,1
CWHds2,CWHds2/07,Dr,1
CWHds2,CWHds2/07,Ep,3
CWHds2,CWHds2/07,Fd,2
CWHds2,CWHds2/07,Hw,2
CWHds2,CWHds2/07,Mb,3
CWHds2,CWHds2/07,Ss,3
CWHds2,CWHds2/08,Act,1
CWHds2,CWHds2/08,Cw,1
CWHds2,CWHds2/08,Dr,1
CWHds2,CWHds2/08,Ep,3
CWHds2,CWHds2/08,Mb,3
CWHds2,CWHds2/08,Ss,3
CWHds2,CWHds2/09,Act,1
CWHds2,CWHds2/09,Cw,2
CWHds2,CWHds2/09,Dr,1
CWHds2,CWHds2/09,Ep,3
CWHds2,CWHds2/09,Mb,3
CWHds2,CWHds2/09,Ss,3
CWHds2,CWHds2/10,Act,1
CWHds2,CWHds2/10,Dr,1
CWHds2,CWHds2/10,Ep,3
CWHds2,CWHds2/10,Mb,3
CWHds2,CWHds2/11,Cw,3
CWHds2,CWHds2/11,Pl,2
CWHds2,CWHds2/12,Act,3
CWHds2,CWHds2/12,Cw,1
CWHds2,CWHds2/12,Dr,3
CWHds2,CWHds2/12,Ep,3
CWHds2,CWHds2/12,Mb,3
CWHds2,CWHds2/12,Ss,3
CWHdsz,CWHdsz/101,Bg,2
CWHdsz,CWHdsz/101,Cw,2
CWHdsz,CWHdsz/101,Fd,1
CWHdsz,CWHdsz/101,Hw,2
CWHdsz,CWHdsz/101,Pw,3
CWHdsz,CWHdsz/101,Bp,3
CWHdsz,CWHdsz/101,Ba,2
CWHdsz,CWHdsz/102,Bg,2
CWHdsz,CWHdsz/102,Cw,2
CWHdsz,CWHdsz/102,Fd,1
CWHdsz,CWHdsz/102,Hw,2
CWHdsz,CWHdsz/102,Pl,3
CWHdsz,CWHdsz/102,Pw,2
CWHdsz,CWHdsz/110,Bg,3
CWHdsz,CWHdsz/110,Cw,1
CWHdsz,CWHdsz/110,Dr,3
CWHdsz,CWHdsz/110,Fd,2
CWHdsz,CWHdsz/110,Hw,2
CWHdsz,CWHdsz/110,Bp,3
CWHdsz,CWHdsz/110,Act,2
CWHdsz,CWHdsz/110,Yc,3
CWHdsz,CWHdsz/110,Ba,2
CWHmhz,CWHmhz/101,Cw,3
CWHmhz,CWHmhz/101,Dr,2
CWHmhz,CWHmhz/101,Fd,1
CWHmhz,CWHmhz/101,Hw,1
CWHmhz,CWHmhz/101,Ss,1
CWHmhz,CWHmhz/102,Fd,3
CWHmhz,CWHmhz/102,Pl,1
CWHmhz,CWHmhz/103,Cw,3
CWHmhz,CWHmhz/103,Fd,1
CWHmhz,CWHmhz/103,Pl,1
CWHmhz,CWHmhz/103,Ss,1
CWHmhz,CWHmhz/110,Cw,3
CWHmhz,CWHmhz/110,Dr,2
CWHmhz,CWHmhz/110,Fd,1
CWHmhz,CWHmhz/110,Hw,1
CWHmhz,CWHmhz/110,Ss,2
CWHmm1,CWHmm1/01,Act,3
CWHmm1,CWHmm1/01,Cw,2
CWHmm1,CWHmm1/01,Dr,2
CWHmm1,CWHmm1/01,Fd,1
CWHmm1,CWHmm1/01,Hw,2
CWHmm1,CWHmm1/01,Mb,3
CWHmm1,CWHmm1/02,Cw,3
CWHmm1,CWHmm1/02,Fd,2
CWHmm1,CWHmm1/02,Mb,3
CWHmm1,CWHmm1/02,Pl,1
CWHmm1,CWHmm1/03,Act,3
CWHmm1,CWHmm1/03,Cw,3
CWHmm1,CWHmm1/03,Dr,3
CWHmm1,CWHmm1/03,Fd,1
CWHmm1,CWHmm1/03,Hw,1
CWHmm1,CWHmm1/03,Mb,3
CWHmm1,CWHmm1/04,Act,3
CWHmm1,CWHmm1/04,Cw,2
CWHmm1,CWHmm1/04,Dr,2
CWHmm1,CWHmm1/04,Fd,1
CWHmm1,CWHmm1/04,Hw,1
CWHmm1,CWHmm1/04,Mb,3
CWHmm1,CWHmm1/04,Pw,3
CWHmm1,CWHmm1/05,Act,3
CWHmm1,CWHmm1/05,Ba,2
CWHmm1,CWHmm1/05,Cw,1
CWHmm1,CWHmm1/05,Dr,2
CWHmm1,CWHmm1/05,Fd,1
CWHmm1,CWHmm1/05,Hw,1
CWHmm1,CWHmm1/05,Mb,3
CWHmm1,CWHmm1/05,Pw,3
CWHmm1,CWHmm1/06,Act,3
CWHmm1,CWHmm1/06,Ba,2
CWHmm1,CWHmm1/06,Cw,1
CWHmm1,CWHmm1/06,Dr,2
CWHmm1,CWHmm1/06,Fd,2
CWHmm1,CWHmm1/06,Hw,1
CWHmm1,CWHmm1/06,Mb,3
CWHmm1,CWHmm1/07,Act,1
CWHmm1,CWHmm1/07,Ba,2
CWHmm1,CWHmm1/07,Cw,1
CWHmm1,CWHmm1/07,Dr,1
CWHmm1,CWHmm1/07,Fd,1
CWHmm1,CWHmm1/07,Hw,5
CWHmm1,CWHmm1/07,Mb,2
CWHmm1,CWHmm1/08,Act,1
CWHmm1,CWHmm1/08,Ba,1
CWHmm1,CWHmm1/08,Cw,1
CWHmm1,CWHmm1/08,Dr,1
CWHmm1,CWHmm1/08,Mb,2
CWHmm1,CWHmm1/08,Ss,1
CWHmm1,CWHmm1/09,Act,1
CWHmm1,CWHmm1/09,Ba,2
